idx,title,genres
2561,Tales from the Crypt Presents: Demon Knight (1995),13|56|73
2562,Candyman (1992),6|8|13|14|88|95
2563,Black Snake Moan (2007),5|49
2564,G.I. Joe: Retaliation (2013),1|4|6
2565,While You Were Fighting: A Thor Mockumentary (2016),100
2566,Stripes (1981),10|12|60
2567,Roger & Me (1989),109
2568,Who Killed the Electric Car? (2006),109
2569,Shut Up & Sing (2006),109
2570,Shane (1953),5|51|55
2571,The Equalizer (2014),1|6|16
2572,Pale Rider (1985),51
2573,High Noon (1952),8|51
2574,State of Play (2009),5|75
2575,Mud (2012),5|26
2576,Here Comes the Boom (2012),5|23|67
2577,In America (2002),5
2578,Sphere (1998),2|4|8|35
2579,Arthur (2011),25
2580,Pirate Radio (2009),23|32|64
2581,Lady in the Water (2006),0|5|6|13|35
2582,Godzilla (1998),1|4|13|56
2583,Thirst (2009),4|5|8|13|78
2584,A Love Song for Bobby Long (2004),5|8
2585,El Mariachi (1992),1|5|6|16
2586,The Omen (2006),5|13
2587,Lost Horizon (1937),0|4|5|8
2588,Ernest Goes to Camp (1987),53
2589,Inland Empire (2006),5|6|35
2590,The Legend of 1900 (1998),5|23|55|139
2591,The Family Stone (2005),5|17|25|32|64
2592,Taxi 2 (2000),1|6|12|23
2593,Revenge of the Nerds (1984),23|37
2594,No Man's Land (2001),5|10|23
2595,Balto (1995),2|5|74|71
2596,Unknown (2011),1|5|35
2597,The Babadook (2014),5|13
2598,Holy Man (1998),5|23
2599,F/X (1986),1|6|16
2600,First Strike (1996),2|16|23|60|67|133
2601,Rambo: First Blood Part II (1985),1|5|6|8
2602,Andre (1994),5|32|53|107
2603,Goon (2011),5|23|101
2604,Eight Legged Freaks (2002),4|23|56|73
2605,Romancing the Stone (1984),25|31|55|60
2606,The Game (1997),1|5|6|35|36|58
2607,Tequila Sunrise (1988),1|16|55
2608,Phone Booth (2002),1|35|52
2609,Nosferatu (1922),5|8|13|78|127
2610,Under Siege (1992),1|6
2611,8MM (1999),5|6|16|35
2612,The Scorpion King (2002),0|59|60
2613,The Fisher King (1991),0|5|23
2614,Speed Racer (2008),1|23|101
2615,Michael Collins (1996),5|10|11
2616,Animal House (1978),23
2617,Green Zone (2010),1|5|6|10|75
2618,City Slickers II: The Legend of Curly's Gold (1994),23|31|51
2619,Bio-Dome (1996),12
2620,Chitty Chitty Bang Bang (1968),0|8|23|49|53
2621,Shall We Dance? (1996),5|23|32
2622,The Blair Witch Project (1999),13|15|35
2623,The Medallion (2003),0|1|12|23|67
2624,Love and Other Drugs (2010),5|25|87
2625,Get Carter (2000),1|5|6|7|8
2626,Let's Go to Prison (2006),17|18|62
2627,How to Make an American Quilt (1995),5|8|25|26|55|97
2628,Friday the 13th Part 2 (1981),13
2629,The Basketball Diaries (1995),5|8|11|16|26|37
2630,Dazed and Confused (1993),5|23|26|37
2631,Outbreak (1995),5|6|8|40
2632,Dawn of the Dead (1978),1|4|13|20|103
2633,The Orphanage (2007),5|13
2634,Close Encounters of the Third Kind (1977),2|4|5|38
2635,American Me (1992),5|11|16|18|95
2636,Men of Honor (2000),5|11
2637,The Man Without a Past (2002),5|23
2638,The Brave Little Toaster (1987),0|8|49
2639,Batman & Robin (1997),1|4|46
2640,Holiday (1938),5|25
2641,Stalag 17 (1953),5|10|23|64
2642,Network (1976),4|5|32
2643,Sunset Blvd. (1950),5|28|58
2644,The Wild Bunch (1969),34|51
2645,Les Misérables (1995),5|8
2646,Damien: Omen II (1978),13|35
2647,Re-Animator (1985),4|8|73|103|121
2648,Remember the Titans (2000),5|11|101
2649,Beasts of the Southern Wild (2012),0|5
2650,That Awkward Moment (2014),23|55
2651,Creed (2015),5|101
2652,Nighthawks (1981),1|6|16|107
2653,Mary Shelley's Frankenstein (1994),4|5|8|13|55
2654,Hercules (1997),0|32|49|50|53
2655,Parenthood (1989),23|32
2656,Dennis the Menace (1993),23
2657,The Hills Have Eyes (2006),0|13|88
2658,Fire Down Below (1997),1|6|16|67
2659,What Dreams May Come (1998),0|5|8|55
2660,The Ref (1994),5|16|23|64
2661,Ju-on: The Grudge (2002),13|15
2662,The Age of Innocence (1993),5|8|27|55
2663,Futurama: Bender's Game (2008),0|4|23|81
2664,Star Wars: The Clone Wars (2008),1|2|4
2665,Hero (2002),0|1|5|67
2666,Ferngully: The Last Rainforest (1992),0|53
2667,October Sky (1999),5|8|11|26|37|53
2668,Man on the Moon (1999),11|23|27|32
2669,The Lookout (2007),5|34|52
2670,Robin Hood (2010),1|2|5|59
2671,The Horse Whisperer (1998),5
2672,"Corrina, Corrina (1994)",23|53|55
2673,Lilies of the Field (1963),5|23
2674,Raging Bull (1980),5|11|101
2675,The Piano (1993),5|54
2676,Child's Play (1988),13|15|35|88
2677,Howard the Duck (1986),1|23|46|81
2678,Cobra (1986),1|6|13|16
2679,Down with Love (2003),25
2680,Lars and the Real Girl (2007),5|23
2681,Bad Company (2002),1|23|48
2682,The Toxic Avenger (1984),1|4|23|73|121
2683,Domino (2005),1|5|11|28|52
2684,Commando (1985),1|6|10
2685,Fracture (2007),52|93
2686,Two Weeks Notice (2002),25
2687,Rocky V (1990),1|5|101
2688,Miami Vice (2006),1|5|16|42
2689,The Rescuers Down Under (1990),0|16|32|50
2690,Cinderella (1950),0|49|50|55
2691,Pan (2015),0|2|53
2692,Batman: Under the Red Hood (2010),46
2693,Darkman (1990),1|4|5|13|46
2694,Cliffhanger (1993),1|6
2695,Annihilation (2018),1|4|5|6|13
2696,How to Deal (2003),5|25|37
2697,Trading Places (1983),23|64
2698,Where the Buffalo Roam (1980),11|23
2699,The Truth About Cats & Dogs (1996),25|97
2700,The Diving Bell and the Butterfly (2007),5|8|11
2701,Farinelli: il castrato (1994),5|11
2702,The Celebration (1998),5
2703,Delicatessen (1991),0|20|22|23
2704,Conan the Destroyer (1984),0|1|8
2705,Pink Flamingos (1972),5|13|16|17|23
2706,Locke (2013),5
2707,Predestination (2014),4|5|6|17|22
2708,Life (1999),5|12|18|60
2709,The American President (1995),5|25|32
2710,Newsies (1992),27|49|53
2711,Beyond the Poseidon Adventure (1979),1|6|8|40
2712,Maid in Manhattan (2002),25|32
2713,Sahara (2005),1|8|12|31|82
2714,Fried Green Tomatoes (1991),5|8|17|23|35|97
2715,The Dreamers (2003),5|8|55
2716,Clue (1985),16|35|62|106
2717,Friday the 13th Part IV: The Final Chapter (1984),13|37|88
2718,Teen Wolf (1985),0|23|25|37
2719,Cashback (2004),5|32
2720,Manhunter (1986),5|6|8|13|14|16|35|36|52|139
2721,House of Wax (1953),13
2722,Miss Congeniality 2: Armed and Fabulous (2005),16|23
2723,Dying Young (1991),5|8|54|55
2724,A Walk on the Moon (1999),23|55
2725,Seven Brides for Seven Brothers (1954),8|25|49
2726,Joyeux Noël (2005),5|10|45|64
2727,Stir Crazy (1980),12|18
2728,Diabolique (1954),5|6|8|58
2729,Brigadoon (1954),0|49|55
2730,The New World (2005),5|11|55
2731,Firestarter (1984),1|4|6|13
2732,My Left Foot (1989),5|8|11
2733,Deliverance (1972),5|6|8|17|70
2734,The Nut Job (2013),2|23|34|53|74
2735,The Hot Chick (2002),0|37
2736,Assassins (1995),1|6|16
2737,Sunshine (2007),2|4
2738,Bicentennial Man (1999),4|5|8|53
2739,Crocodile Dundee (1986),17|23|25
2740,City of Ember (2008),0|2|4|8|20|22|53
2741,Monster's Ball (2001),5|54|55
2742,Hansel & Gretel: Witch Hunters (2013),0|1|32|73|121
2743,The Bourne Identity (1988),1|6|8|35|48
2744,Closer (2004),5|55
2745,Pride and Prejudice (1995),135
2746,The Addams Family (1991),13|23
2747,Crazy Heart (2009),5|49
2748,Broken Arrow (1996),1|6|48
2749,Highlander II: The Quickening (1991),0|1|4|22
2750,Only the Lonely (1991),16|25|32
2751,Breaking Away (1979),5|23|26|32
2752,Return from Witch Mountain (1978),0|4|35|53
2753,Never Say Never Again (1983),1|8|48
2754,The Wedding Date (2005),25
2755,All the President's Men (1976),5|8|16|45|75
2756,Head Over Heels (2001),25|35
2757,Legion (2010),0|1|6|13|103
2758,Alien: Covenant (2017),1|4|13
2759,I Origins (2014),4|5
2760,Bananas (1971),17|65|107
2761,M*A*S*H (1970),5|8|10|32|39
2762,Vertical Limit (2000),1|6
2763,Wonder Boys (2000),5|8|17|23
2764,The Outlaw Josey Wales (1976),51
2765,The Bodyguard (1992),5|6|16|55
2766,The Living Daylights (1987),1|6|48
2767,A Man for All Seasons (1966),5|11|93
2768,Swimming Pool (2003),5|6|102
2769,Disturbia (2007),5|6|36|37|88
2770,Flubber (1997),0|4|23
2771,Marked for Death (1990),1|6|42|67
2772,Sexy Beast (2000),5|16|34
2773,Dead Ringers (1988),5|6|13
2774,Showgirls (1995),5|17|49|87|122
2775,Visitor Q (2001),32
2776,For Richer or Poorer (1997),23
2777,Envy (2004),23
2778,Nixon (1995),5|11
2779,Wasabi (2001),60
2780,Amistad (1997),5|93
2781,Colombiana (2011),1|5|68
2782,Boys Don't Cry (1999),5|11|17|43|55
2783,In Her Shoes (2005),5|8|25
2784,Snake Eyes (1998),5|16|35
2785,47 Ronin (2013),0|1|2|5
2786,A Hard Day's Night (1964),23|49
2787,An American Werewolf in Paris (1997),23|56|73
2788,Alive (1993),1|5|8|40|43|44
2789,The Mummy (1932),0|13
2790,Undercover Brother (2002),23|62
2791,Children of a Lesser God (1986),5|55
2792,Children of the Corn IV: The Gathering (1996),13
2793,The Sure Thing (1985),25|64
2794,Before Sunset (2004),5|55
2795,Encino Man (1992),0|12|23|37
2796,Hardball (2001),5|95
2797,My Blue Heaven (1990),23
2798,Cellular (2004),1|16
2799,Suicide Kings (1997),5|32|35
2800,Tootsie (1982),17|25|32
2801,How to Be Single (2016),25
2802,Cursed (2005),17|37|56|73
2803,Boogie Nights (1997),5|12
2804,Desperately Seeking Susan (1985),5|25|35
2805,Jersey Girl (2004),25|32
2806,Get Over It (2001),25|37|49
2807,Gosford Park (2001),5|16|23|35
2808,The Million Dollar Hotel (2000),16|54
2809,Ghosts of Girlfriends Past (2009),0|8|25|64
2810,Poseidon (2006),1|5|8|40
2811,Demolition (2015),5|17|23
2812,Snatch (2000),34
2813,The King of Comedy (1982),5|16|23
2814,Letters to Juliet (2010),5|25|32
2815,Demolition Man (1993),1|4|22
2816,Hitchcock (2012),5|8|11|32
2817,Nights of Cabiria (1957),5
2818,Inside Job (2010),109
2819,The Devil's Rejects (2005),13|88
2820,Confessions of a Teenage Drama Queen (2004),23|37|49|53
2821,The Guard (2011),1|5|23
2822,I'm Gonna Git You Sucka (1988),1
2823,Sidewalls (2011),5|23
2824,Assault on Precinct 13 (2005),1|6|16
2825,Barbershop 2: Back in Business (2004),23|32
2826,Dragon: The Bruce Lee Story (1993),1|5|8|11|67
2827,Dorian Gray (2009),0|5|8|13|17
2828,Peggy Sue Got Married (1986),0|4|5|25
2829,Friends with Money (2006),5|25
2830,Oliver Twist (2005),5|8
2831,Waiting for Guffman (1997),23
2832,Lord of the Flies (1963),2|4|5|6|8|22|26
2833,Inkheart (2008),0|8
2834,The Muppets Take Manhattan (1984),23|49|53
2835,Crocodile Dundee in Los Angeles (2001),5|23
2836,The Postman (1997),1|4|5|8|20|22|55
2837,Death Proof (2007),6|88
2838,A Guy Thing (2003),25
2839,The NeverEnding Story III (1994),0|8|53
2840,Glengarry Glen Ross (1992),5|16
2841,Now and Then (1995),5|23|26|37|97
2842,Spanglish (2004),5|25
2843,Death at a Funeral (2007),23
2844,The Tuxedo (2002),0|1|23
2845,Stop! Or My Mom Will Shoot (1992),1|12|23|42
2846,John Q (2002),5|16
2847,The Blob (1988),4|13|56
2848,The Amityville Horror (2005),8|13
2849,The Break-Up (2006),5|25
2850,City Slickers (1991),12|23|32|51
2851,Letters from Iwo Jima (2006),5|10|45
2852,We Bought a Zoo (2011),5|25
2853,The Garden of the Finzi-Continis (1970),5|8
2854,8 ½ Women (1999),5|23
2855,The Adventures of Pluto Nash (2002),1|2|4|23|81
2856,The Magnificent Seven (2016),1|16|51|125
2857,Boys and Girls (2000),25
2858,Highlander: Endgame (2000),0|1|2
2859,On Her Majesty's Secret Service (1969),1|8|48|64
2860,My Own Private Idaho (1991),5|12|17|98|139
2861,G.I. Jane (1997),1|5|10
2862,Donnie Brasco (1997),5|8|11|16
2863,Broadcast News (1987),5|25|32
2864,The Phantom (1996),0|1|46
2865,Evita (1996),5|11|49
2866,Eye of the Beholder (1999),5|6|35
2867,The Great Beauty (2013),5|23|32
2868,Rush Hour 3 (2007),1|42|67
2869,Last Action Hero (1993),0|1|23|38|42
2870,Aladdin and the King of Thieves (1996),104
2871,Not Another Teen Movie (2001),37
2872,Tron (1982),1|2|4|19|38
2873,Ghost World (2001),5|23|24|26|32|37|97
2874,Bug (2006),5|6|13|14|15
2875,The Blue Lagoon (1980),5|8|26|37|44|54|55
2876,Broken Flowers (2005),5|23
2877,In the Name of the Father (1993),5|11|18|83|93
2878,Man on the Train (2002),5|6|16|23
2879,Grumpier Old Men (1995),12|25
2880,A Bronx Tale (1993),5|16|26
2881,Adam's Rib (1949),25
2882,Wild Tales (2014),5|6|23|39|106
2883,Waitress (2007),5|25|32
2884,Barb Wire (1996),1|4|22|68
2885,The Opposite of Sex (1998),17|25|32
2886,Waterworld (1995),1|4|20|22
2887,The Place Beyond the Pines (2012),5|16
2888,Elite Squad (2007),5|16
2889,A Christmas Carol (1938),0|5|8|64
2890,Wall Street: Money Never Sleeps (2010),5|18
2891,Pink Floyd: The Wall (1982),5|49|123
2892,The Science of Sleep (2006),0|5|23|55
2893,Down to You (2000),25
2894,Cape Fear (1991),5|6|13|16
2895,The Maltese Falcon (1941),8|16|31|35|58
2896,Flipper (1996),2|74
2897,Willard (2003),5|13
2898,The Doors (1991),5|11|49
2899,Baadasssss! (2003),5|11|43
2900,Flirting With Disaster (1996),23
2901,Ladybugs (1992),17|23
2902,Over the Top (1987),1|5|101
2903,Better Off Dead... (1985),25|37
2904,Mr. & Mrs. Smith (1941),25|65|72
2905,The Lady Eve (1941),16|25|72
2906,Cheech and Chong's Up in Smoke (1978),23
2907,To Die For (1995),5|16|32|39
2908,"Good Night, and Good Luck. (2005)",5|11|45
2909,Set It Off (1996),1|5|6|17|34|68|95|97
2910,Money Talks (1997),1|12|16|23
2911,Hall Pass (2011),25
2912,A Boy and His Dog (1975),4|8|13|20|22|32|106
2913,The Four Musketeers (1974),1|2|8|23|59
2914,Free Willy 2: The Adventure Home (1995),2|5
2915,Thirteen Days (2000),5|10|45|75
2916,Waking Ned Devine (1998),23
2917,The Pledge (2001),5|8|16|35
2918,"Good bye, Lenin! (2003)",5|23|26
2919,The Rainmaker (1997),5|8|16|93
2920,The Insider (1999),5|6|11
2921,Yojimbo (1961),5
2922,Fierce Creatures (1997),23
2923,Tom and Huck (1995),2|8|26|32|37
2924,Secret Window (2004),5|6|8|13|35
2925,Jet Li's Fearless (2006),1|5|11|67
2926,The Importance of Being Earnest (2002),25
2927,Smokey and the Bandit (1977),1|2|23
2928,Road Trip (2000),23
2929,Ali G Indahouse (2002),23|62|95
2930,Black Beauty (1994),1|2|5|8|53
2931,The Bad News Bears (1976),23|26
2932,Blue Velvet (1986),5|6|16|35|36|102
2933,Children of the Corn (1984),13
2934,The Mod Squad (1999),1|6|16|35
2935,The Triplets of Belleville (2003),50
2936,The Doom Generation (1995),1|5|16|17|23|37
2937,Dog Day Afternoon (1975),5|6|16|17|32|34|43
2938,Striptease (1996),5|8|32|108
2939,Persuasion (2007),5|8|30
2940,The Frighteners (1996),13|23|73
2941,Pollock (2000),8|11
2942,The X-Files: Fight the Future (1998),1|4|5|35
2943,Last Knights (2015),0|1|5
2944,Predators (2010),1|4|13
2945,Monkeybone (2001),0|23
2946,The Craft (1996),0|13|37
2947,Evangelion: 1.0 You Are (2007),4|5|120|129
2948,Mr. Holland's Opus (1995),5|49
2949,Match Point (2005),5|16|55
2950,Pay It Forward (2000),5|8
2951,15 Minutes (2001),1|5|6|16|42
2952,Darkest Hour (2017),5|10|11
2953,Frantic (1988),1|6|16|35
2954,Ninja Assassin (2009),1|5|6
2955,A Single Man (2009),5|8|17
2956,A Mighty Wind (2003),17|23
2957,The General (1926),10|25|127
2958,Meet the Spartans (2008),23|62
2959,The Station Agent (2003),5|23
2960,Homeward Bound: The Incredible Journey (1993),2|8
2961,Presumed Innocent (1990),5|16|35|93
2962,Bird on a Wire (1990),1|16|25
2963,Half Baked (1998),16|23
2964,The Greatest Game Ever Played (2005),5|11|101
2965,Cop Land (1997),5|16
2966,Memphis Belle (1990),1|5|10
2967,Lockout (2012),1|4|18
2968,Reversal of Fortune (1990),5|11|35|93
2969,Dogville (2003),5|123
2970,Looking for Richard (1996),5|109
2971,Naked Lunch (1991),4|5|8|17
2972,Woman on Top (2000),17|25
2973,Misery (1990),5|6|8|13
2974,Proof (2005),5
2975,George of the Jungle (1997),1|23
2976,Friday (1995),5|12|23|32|95
2977,Charade (1963),25|31|35|52|106
2978,The Secret Garden (1993),0|5|8
2979,Temple Grandin (2010),5|11
2980,Tom Jones (1963),2|5|8|23
2981,I Shot Andy Warhol (1996),5|11|16|17
2982,Don't Tell Mom the Babysitter's Dead (1991),23|37
2983,Memories of Murder (2003),5|35|52
2984,The Conversation (1974),5|6|14|16|35
2985,The Juror (1996),5|6|16|55|93
2986,The Guardian (2006),1|2|5|26
2987,21 Grams (2003),5|16
2988,Stir of Echoes (1999),0|13
2989,The Hunt (2012),5|64
2990,Along Came a Spider (2001),8|14|16
2991,My Man Godfrey (1936),25
2992,It Happened One Night (1934),25
2993,The Big Sleep (1946),5|8|16|58
2994,The Outsiders (1983),5|8|26|37
2995,The Lobster (2015),4|22|25
2996,Hedwig and the Angry Inch (2001),5|17|25|49
2997,Crash (1996),5|8|17|102
2998,Burnt by the Sun (1994),5|10
2999,The Cat Returns (2002),0|5|53|91|120|130
3000,Conspiracy Theory (1997),1|5|6|16
3001,The Corruptor (1999),1|5|6|12|16|42
3002,Priest (2011),0|6|20|22|46|78
3003,Lost and Delirious (2001),5|8|17|26|37|55
3004,Starman (1984),4|5|55
3005,The Umbrellas of Cherbourg (1964),5|49|55
3006,Akeelah and the Bee (2006),5|26
3007,I.Q. (1994),25
3008,Heartbreakers (2001),23|25
3009,The Time Machine (1960),4|8|22
3010,Tommy Boy (1995),12|65
3011,Annie (1982),32|49|53
3012,Enchanted April (1992),5|8|49|97
3013,Drinking Buddies (2013),5|25
3014,Life Is Beautiful (1997),5|23
3015,Eight Below (2006),2|5
3016,Turbo Kid (2014),20
3017,The Kite Runner (2007),5|8
3018,10 Items or Less (2006),23|32
3019,Three Colors: Blue (1993),5|123
3020,Eye for an Eye (1996),5|16|70
3021,The Last Days of Disco (1998),5|23
3022,Little Women (1994),5|8|23|26|55|64
3023,Charlie Wilson's War (2007),5|8|11|48|83
3024,The Great Raid (2005),5|10
3025,A Serious Man (2009),5|32
3026,Calendar Girls (2003),5|23
3027,Rumble in the Bronx (1995),1|23|67
3028,Darkness Falls (2003),13|56
3029,The Best Offer (2013),5|14|16|55
3030,Lone Star (1996),5|16|35|51|55
3031,Real Genius (1985),4|25|37|81
3032,The Skulls (2000),1|5|6
3033,The Secret in Their Eyes (2009),5|6|8|16|33|54|55
